# DATE = date model was fitted
# ID = model number
# PART = party
# PER = fitted voting intention percentage as of `DATE`, from Stan's alphas
# SE = standard error for `PER`
DATE	ID	PART	PER	SE
"2015-03-26"	6	"OTHER"	4.797	0.03817
"2015-03-26"	5	"CON"	36	0.2495
"2015-03-26"	5	"LAB"	36.51	0.2547
"2015-03-26"	5	"LD"	7.558	0.05397
"2015-03-26"	5	"UKIP"	10.86	0.07956
"2015-03-26"	5	"GREEN"	3.927	0.02901
"2015-03-26"	5	"OTHER"	5.147	0.03663
"2015-03-26"	4	"CON"	35.06	0.2737
"2015-03-26"	4	"LAB"	35.94	0.2788
"2015-03-26"	4	"LD"	7.317	0.05734
"2015-03-26"	4	"UKIP"	12.19	0.09935
"2015-03-26"	4	"GREEN"	4.229	0.03417
"2015-03-26"	4	"OTHER"	5.26	0.04165
"2015-03-26"	3	"CON"	35.01	0.285
"2015-03-26"	3	"LAB"	35.82	0.2925
"2015-03-26"	3	"LD"	7.371	0.06006
"2015-03-26"	3	"UKIP"	12.16	0.1019
"2015-03-26"	3	"GREEN"	4.274	0.03596
"2015-03-26"	3	"OTHER"	5.363	0.04457
"2015-03-26"	2	"CON"	32.01	0.09144
"2015-03-26"	2	"LAB"	33.2	0.09658
"2015-03-26"	2	"LD"	7.987	0.02347
"2015-03-26"	2	"UKIP"	15.07	0.04279
"2015-03-26"	2	"GREEN"	5.759	0.01736
"2015-03-26"	2	"OTHER"	5.961	0.01795
"2015-04-08"	7	"CON"	36.65	0.2875
"2015-04-08"	7	"LAB"	36.96	0.2931
"2015-04-08"	7	"LD"	7.647	0.05882
"2015-04-08"	7	"UKIP"	10.47	0.08298
"2015-04-08"	7	"GREEN"	2.437	0.02276
"2015-04-08"	7	"OTHER"	5.837	0.04497
"2015-04-08"	6	"CON"	36.76	0.2898
"2015-04-08"	6	"LAB"	36.99	0.2922
"2015-04-08"	6	"LD"	7.506	0.05942
"2015-04-08"	6	"UKIP"	10.29	0.08543
"2015-04-08"	6	"GREEN"	2.629	0.02255
"2015-04-08"	6	"OTHER"	5.821	0.04584
"2015-04-08"	5	"CON"	36.24	0.2539
"2015-04-08"	5	"LAB"	36.44	0.2559
"2015-04-08"	5	"LD"	7.499	0.05392
"2015-04-08"	5	"UKIP"	10.8	0.08022
"2015-04-08"	5	"GREEN"	3.586	0.02635
"2015-04-08"	5	"OTHER"	5.445	0.03859
"2015-04-08"	4	"CON"	35.08	0.2734
"2015-04-08"	4	"LAB"	35.8	0.2793
"2015-04-08"	4	"LD"	7.162	0.05646
"2015-04-08"	4	"UKIP"	12.43	0.09873
"2015-04-08"	4	"GREEN"	4.166	0.03371
"2015-04-08"	4	"OTHER"	5.374	0.04184
"2015-04-08"	3	"CON"	34.92	0.2764
"2015-04-08"	3	"LAB"	35.66	0.2828
"2015-04-08"	3	"LD"	7.22	0.05729
"2015-04-08"	3	"UKIP"	12.54	0.09938
"2015-04-08"	3	"GREEN"	4.245	0.03514
"2015-04-08"	3	"OTHER"	5.411	0.04299
"2015-04-08"	2	"CON"	32.29	0.08409
"2015-04-08"	2	"LAB"	33.28	0.08817
"2015-04-08"	2	"LD"	7.857	0.02036
"2015-04-08"	2	"UKIP"	14.96	0.0397
"2015-04-08"	2	"GREEN"	5.673	0.01532
"2015-04-08"	2	"OTHER"	5.936	0.01595
"2015-04-09"	7	"CON"	36.76	0.2591
"2015-04-09"	7	"LAB"	37.66	0.2664
"2015-04-09"	7	"LD"	7.775	0.05558
"2015-04-09"	7	"UKIP"	9.218	0.06806
"2015-04-09"	7	"GREEN"	2.942	0.02499
"2015-04-09"	7	"OTHER"	5.649	0.04047
"2015-04-09"	6	"CON"	36.88	0.2925
"2015-04-09"	6	"LAB"	37.76	0.3021
"2015-04-09"	6	"LD"	7.653	0.05968
"2015-04-09"	6	"UKIP"	9.061	0.07267
"2015-04-09"	6	"GREEN"	3.014	0.02524
"2015-04-09"	6	"OTHER"	5.632	0.04422
"2015-04-09"	5	"CON"	35.94	0.2537
"2015-04-09"	5	"LAB"	36.63	0.2592
"2015-04-09"	5	"LD"	7.625	0.05451
"2015-04-09"	5	"UKIP"	10.68	0.08048
"2015-04-09"	5	"GREEN"	3.651	0.02716
"2015-04-09"	5	"OTHER"	5.472	0.0396
"2015-04-09"	4	"CON"	34.95	0.2665
"2015-04-09"	4	"LAB"	35.7	0.2722
"2015-04-09"	4	"LD"	7.207	0.05533
"2015-04-09"	4	"UKIP"	12.59	0.09798
"2015-04-09"	4	"GREEN"	4.174	0.0333
"2015-04-09"	4	"OTHER"	5.379	0.04151
"2015-04-09"	3	"CON"	34.84	0.2724
"2015-04-09"	3	"LAB"	35.65	0.279
"2015-04-09"	3	"LD"	7.263	0.0576
"2015-04-09"	3	"UKIP"	12.63	0.1012
"2015-04-09"	3	"GREEN"	4.228	0.03461
"2015-04-09"	3	"OTHER"	5.398	0.04245
"2015-04-09"	2	"CON"	32.31	0.08182
"2015-04-09"	2	"LAB"	33.24	0.08646
"2015-04-09"	2	"LD"	7.871	0.02073
"2015-04-09"	2	"UKIP"	14.96	0.03893
"2015-04-09"	2	"GREEN"	5.655	0.01482
"2015-04-09"	2	"OTHER"	5.961	0.01581
"2015-04-10"	7	"CON"	36.07	0.2546
"2015-04-10"	7	"LAB"	36.88	0.2601
"2015-04-10"	7	"LD"	7.865	0.05634
"2015-04-10"	7	"UKIP"	10.16	0.07604
"2015-04-10"	7	"GREEN"	3.08	0.02417
"2015-04-10"	7	"OTHER"	5.947	0.04255
"2015-04-10"	6	"CON"	36.34	0.2807
"2015-04-10"	6	"LAB"	36.97	0.2852
"2015-04-10"	6	"LD"	7.821	0.06055
"2015-04-10"	6	"UKIP"	9.848	0.0811
"2015-04-10"	6	"GREEN"	3.127	0.02601
"2015-04-10"	6	"OTHER"	5.892	0.04546
"2015-04-10"	5	"CON"	35.68	0.2423
"2015-04-10"	5	"LAB"	36.43	0.2487
"2015-04-10"	5	"LD"	7.839	0.05455
"2015-04-10"	5	"UKIP"	10.78	0.0757
"2015-04-10"	5	"GREEN"	3.696	0.02604
"2015-04-10"	5	"OTHER"	5.579	0.03852
"2015-04-10"	4	"CON"	34.83	0.2848
"2015-04-10"	4	"LAB"	35.62	0.2911
"2015-04-10"	4	"LD"	7.3	0.05963
"2015-04-10"	4	"UKIP"	12.67	0.1068
"2015-04-10"	4	"GREEN"	4.197	0.03542
"2015-04-10"	4	"OTHER"	5.39	0.04449
"2015-04-10"	3	"CON"	34.7	0.2653
"2015-04-10"	3	"LAB"	35.51	0.2717
"2015-04-10"	3	"LD"	7.331	0.05682
"2015-04-10"	3	"UKIP"	12.79	0.1012
"2015-04-10"	3	"GREEN"	4.254	0.03358
"2015-04-10"	3	"OTHER"	5.414	0.04171
"2015-04-10"	2	"CON"	32.21	0.08401
"2015-04-10"	2	"LAB"	33.33	0.08897
"2015-04-10"	2	"LD"	7.986	0.02083
"2015-04-10"	2	"UKIP"	14.95	0.03901
"2015-04-10"	2	"GREEN"	5.594	0.01442
"2015-04-10"	2	"OTHER"	5.937	0.01524
"2015-04-13"	7	"CON"	36.18	0.2622
"2015-04-13"	7	"LAB"	36.94	0.2677
"2015-04-13"	7	"LD"	7.302	0.05334
"2015-04-13"	7	"UKIP"	10.47	0.07951
"2015-04-13"	7	"GREEN"	3.077	0.02652
"2015-04-13"	7	"OTHER"	6.032	0.04447
"2015-04-13"	6	"CON"	36.39	0.2728
"2015-04-13"	6	"LAB"	36.96	0.279
"2015-04-13"	6	"LD"	7.295	0.05486
"2015-04-13"	6	"UKIP"	10.2	0.08233
"2015-04-13"	6	"GREEN"	3.177	0.02573
"2015-04-13"	6	"OTHER"	5.98	0.045
"2015-04-13"	5	"CON"	35.66	0.2451
"2015-04-13"	5	"LAB"	36.4	0.2517
"2015-04-13"	5	"LD"	7.659	0.05436
"2015-04-13"	5	"UKIP"	10.76	0.07937
"2015-04-13"	5	"GREEN"	3.807	0.02725
"2015-04-13"	5	"OTHER"	5.715	0.04006
"2015-04-13"	4	"CON"	34.85	0.2789
"2015-04-13"	4	"LAB"	35.56	0.2843
"2015-04-13"	4	"LD"	7.295	0.05888
"2015-04-13"	4	"UKIP"	12.68	0.1048
"2015-04-13"	4	"GREEN"	4.2	0.03408
"2015-04-13"	4	"OTHER"	5.419	0.04344
"2015-04-13"	3	"CON"	34.75	0.2877
"2015-04-13"	3	"LAB"	35.48	0.293
"2015-04-13"	3	"LD"	7.301	0.06079
"2015-04-13"	3	"UKIP"	12.78	0.1097
"2015-04-13"	3	"GREEN"	4.25	0.03617
"2015-04-13"	3	"OTHER"	5.433	0.04533
"2015-04-13"	2	"CON"	32.26	0.07899
"2015-04-13"	2	"LAB"	33.38	0.08094
"2015-04-13"	2	"LD"	7.983	0.02012
"2015-04-13"	2	"UKIP"	14.84	0.03667
"2015-04-13"	2	"GREEN"	5.59	0.01378
"2015-04-13"	2	"OTHER"	5.942	0.01482
# had to drop model 2 because on 2015-04-15 I found it no longer converges
# model output for 2015-04-19 wrong because 16th-17th Opinium data mistyped
#"2015-04-19"	7	"CON"	39.54	0.2882
#"2015-04-19"	7	"LAB"	34.19	0.2495
#"2015-04-19"	7	"LD"	8.479	0.06078
#"2015-04-19"	7	"UKIP"	9.119	0.07274
#"2015-04-19"	7	"GREEN"	2.859	0.02428
#"2015-04-19"	7	"OTHER"	5.806	0.0425
#"2015-04-19"	6	"CON"	39.43	0.3063
#"2015-04-19"	6	"LAB"	34.07	0.2655
#"2015-04-19"	6	"LD"	8.503	0.06647
#"2015-04-19"	6	"UKIP"	9.224	0.07638
#"2015-04-19"	6	"GREEN"	2.979	0.02527
#"2015-04-19"	6	"OTHER"	5.793	0.04548
#"2015-04-19"	5	"CON"	35.74	0.2533
#"2015-04-19"	5	"LAB"	33.1	0.2354
#"2015-04-19"	5	"LD"	8.44	0.06027
#"2015-04-19"	5	"UKIP"	11.17	0.08245
#"2015-04-19"	5	"GREEN"	4.758	0.03565
#"2015-04-19"	5	"OTHER"	6.803	0.04929
#"2015-04-19"	4	"CON"	34.02	0.2863
#"2015-04-19"	4	"LAB"	32.03	0.2707
#"2015-04-19"	4	"LD"	7.796	0.06378
#"2015-04-19"	4	"UKIP"	13.58	0.119
#"2015-04-19"	4	"GREEN"	5.924	0.05093
#"2015-04-19"	4	"OTHER"	6.649	0.0536
#"2015-04-19"	3	"CON"	33.98	0.3002
#"2015-04-19"	3	"LAB"	31.5	0.2765
#"2015-04-19"	3	"LD"	7.647	0.06634
#"2015-04-19"	3	"UKIP"	14.15	0.1228
#"2015-04-19"	3	"GREEN"	6.073	0.052
#"2015-04-19"	3	"OTHER"	6.652	0.05599
"2015-04-21"	7	"CON"	37.11	0.2654
"2015-04-21"	7	"LAB"	37.3	0.2676
"2015-04-21"	7	"LD"	7.826	0.05612
"2015-04-21"	7	"UKIP"	9.281	0.07004
"2015-04-21"	7	"GREEN"	2.651	0.02385
"2015-04-21"	7	"OTHER"	5.834	0.04191
"2015-04-21"	6	"CON"	37.22	0.2863
"2015-04-21"	6	"LAB"	37.16	0.2858
"2015-04-21"	6	"LD"	7.839	0.0603
"2015-04-21"	6	"UKIP"	9.134	0.07352
"2015-04-21"	6	"GREEN"	2.81	0.02404
"2015-04-21"	6	"OTHER"	5.832	0.04506
"2015-04-21"	5	"CON"	36.42	0.249
"2015-04-21"	5	"LAB"	36.22	0.2482
"2015-04-21"	5	"LD"	8.132	0.05618
"2015-04-21"	5	"UKIP"	9.814	0.07015
"2015-04-21"	5	"GREEN"	3.518	0.02531
"2015-04-21"	5	"OTHER"	5.896	0.04106
"2015-04-21"	4	"CON"	35.65	0.273
"2015-04-21"	4	"LAB"	36.01	0.2751
"2015-04-21"	4	"LD"	7.571	0.05797
"2015-04-21"	4	"UKIP"	11.12	0.08696
"2015-04-21"	4	"GREEN"	4.101	0.03256
"2015-04-21"	4	"OTHER"	5.555	0.0423
"2015-04-21"	3	"CON"	35.58	0.282
"2015-04-21"	3	"LAB"	35.87	0.2854
"2015-04-21"	3	"LD"	7.614	0.06041
"2015-04-21"	3	"UKIP"	11.15	0.09117
"2015-04-21"	3	"GREEN"	4.156	0.03365
"2015-04-21"	3	"OTHER"	5.631	0.04525
"2015-04-22"	7	"CON"	37.24	0.2819
"2015-04-22"	7	"LAB"	37.36	0.2801
"2015-04-22"	7	"LD"	7.72	0.0575
"2015-04-22"	7	"UKIP"	9.188	0.07332
"2015-04-22"	7	"GREEN"	2.571	0.02215
"2015-04-22"	7	"OTHER"	5.914	0.04438
"2015-04-22"	6	"CON"	37.24	0.2738
"2015-04-22"	6	"LAB"	37.03	0.2714
"2015-04-22"	6	"LD"	7.773	0.05713
"2015-04-22"	6	"UKIP"	9.227	0.0704
"2015-04-22"	6	"GREEN"	2.812	0.02251
"2015-04-22"	6	"OTHER"	5.913	0.04387
"2015-04-22"	5	"CON"	36.39	0.2555
"2015-04-22"	5	"LAB"	36.11	0.2536
"2015-04-22"	5	"LD"	8.076	0.05717
"2015-04-22"	5	"UKIP"	9.941	0.07231
"2015-04-22"	5	"GREEN"	3.523	0.0256
"2015-04-22"	5	"OTHER"	5.956	0.04243
"2015-04-22"	4	"CON"	35.67	0.2789
"2015-04-22"	4	"LAB"	36.03	0.2836
"2015-04-22"	4	"LD"	7.59	0.05933
"2015-04-22"	4	"UKIP"	11.03	0.09013
"2015-04-22"	4	"GREEN"	4.106	0.03303
"2015-04-22"	4	"OTHER"	5.573	0.0437
"2015-04-22"	3	"CON"	35.62	0.2734
"2015-04-22"	3	"LAB"	35.91	0.2766
"2015-04-22"	3	"LD"	7.612	0.05908
"2015-04-22"	3	"UKIP"	11.16	0.08759
"2015-04-22"	3	"GREEN"	4.096	0.03307
"2015-04-22"	3	"OTHER"	5.603	0.04361
"2015-04-23"	7	"CON"	36.66	0.2623
"2015-04-23"	7	"LAB"	36.54	0.2624
"2015-04-23"	7	"LD"	7.734	0.05526
"2015-04-23"	7	"UKIP"	9.755	0.07331
"2015-04-23"	7	"GREEN"	3.017	0.02509
"2015-04-23"	7	"OTHER"	6.298	0.04506
"2015-04-23"	6	"CON"	36.91	0.2859
"2015-04-23"	6	"LAB"	36.54	0.2838
"2015-04-23"	6	"LD"	7.699	0.06001
"2015-04-23"	6	"UKIP"	9.496	0.07877
"2015-04-23"	6	"GREEN"	3.057	0.02584
"2015-04-23"	6	"OTHER"	6.295	0.04938
"2015-04-23"	5	"CON"	36.35	0.267
"2015-04-23"	5	"LAB"	35.89	0.2632
"2015-04-23"	5	"LD"	7.987	0.05864
"2015-04-23"	5	"UKIP"	10	0.0761
"2015-04-23"	5	"GREEN"	3.65	0.02778
"2015-04-23"	5	"OTHER"	6.12	0.04547
"2015-04-23"	4	"CON"	35.66	0.2919
"2015-04-23"	4	"LAB"	35.98	0.2945
"2015-04-23"	4	"LD"	7.558	0.06156
"2015-04-23"	4	"UKIP"	11.1	0.09374
"2015-04-23"	4	"GREEN"	4.087	0.03431
"2015-04-23"	4	"OTHER"	5.616	0.04561
"2015-04-23"	3	"CON"	35.57	0.2906
"2015-04-23"	3	"LAB"	35.86	0.2947
"2015-04-23"	3	"LD"	7.621	0.06307
"2015-04-23"	3	"UKIP"	11.13	0.09231
"2015-04-23"	3	"GREEN"	4.17	0.03501
"2015-04-23"	3	"OTHER"	5.653	0.04626
"2015-04-24"	7	"CON"	36.76	0.2763
"2015-04-24"	7	"LAB"	36.84	0.2772
"2015-04-24"	7	"LD"	7.588	0.05562
"2015-04-24"	7	"UKIP"	9.275	0.07123
"2015-04-24"	7	"GREEN"	3.139	0.02725
"2015-04-24"	7	"OTHER"	6.397	0.04675
"2015-04-24"	6	"CON"	36.78	0.2684
"2015-04-24"	6	"LAB"	36.56	0.2661
"2015-04-24"	6	"LD"	7.611	0.0567
"2015-04-24"	6	"UKIP"	9.305	0.07551
"2015-04-24"	6	"GREEN"	3.348	0.02766
"2015-04-24"	6	"OTHER"	6.393	0.04766
"2015-04-24"	5	"CON"	36.29	0.2555
"2015-04-24"	5	"LAB"	35.81	0.2512
"2015-04-24"	5	"LD"	7.959	0.05675
"2015-04-24"	5	"UKIP"	9.825	0.07148
"2015-04-24"	5	"GREEN"	3.801	0.02802
"2015-04-24"	5	"OTHER"	6.309	0.04465
"2015-04-24"	4	"CON"	35.69	0.2718
"2015-04-24"	4	"LAB"	35.85	0.2746
"2015-04-24"	4	"LD"	7.571	0.05799
"2015-04-24"	4	"UKIP"	11.1	0.08666
"2015-04-24"	4	"GREEN"	4.125	0.03197
"2015-04-24"	4	"OTHER"	5.664	0.04337
"2015-04-24"	3	"CON"	35.57	0.2804
"2015-04-24"	3	"LAB"	35.68	0.2826
"2015-04-24"	3	"LD"	7.654	0.06035
"2015-04-24"	3	"UKIP"	11.14	0.08933
"2015-04-24"	3	"GREEN"	4.174	0.03418
"2015-04-24"	3	"OTHER"	5.775	0.04552
"2015-04-27"	7	"CON"	36.68	0.2717
"2015-04-27"	7	"LAB"	36.55	0.2709
"2015-04-27"	7	"LD"	7.91	0.05821
"2015-04-27"	7	"UKIP"	10.31	0.07972
"2015-04-27"	7	"GREEN"	3.237	0.02749
"2015-04-27"	7	"OTHER"	5.306	0.03932
"2015-04-27"	6	"CON"	36.73	0.2668
"2015-04-27"	6	"LAB"	36.33	0.2626
"2015-04-27"	6	"LD"	7.938	0.05872
"2015-04-27"	6	"UKIP"	10.26	0.07868
"2015-04-27"	6	"GREEN"	3.405	0.02728
"2015-04-27"	6	"OTHER"	5.343	0.03996
"2015-04-27"	5	"CON"	35.97	0.2533
"2015-04-27"	5	"LAB"	35.23	0.2493
"2015-04-27"	5	"LD"	8.279	0.05872
"2015-04-27"	5	"UKIP"	10.57	0.07764
"2015-04-27"	5	"GREEN"	4.001	0.02909
"2015-04-27"	5	"OTHER"	5.948	0.04265
"2015-04-27"	4	"CON"	35.57	0.2899
"2015-04-27"	4	"LAB"	35.43	0.2893
"2015-04-27"	4	"LD"	7.706	0.06363
"2015-04-27"	4	"UKIP"	11.4	0.09496
"2015-04-27"	4	"GREEN"	4.161	0.03505
"2015-04-27"	4	"OTHER"	5.729	0.04782
"2015-04-27"	3	"CON"	35.49	0.2825
"2015-04-27"	3	"LAB"	35.33	0.281
"2015-04-27"	3	"LD"	7.73	0.06171
"2015-04-27"	3	"UKIP"	11.5	0.09346
"2015-04-27"	3	"GREEN"	4.193	0.03446
"2015-04-27"	3	"OTHER"	5.754	0.04571
"2015-04-29"	7	"CON"	37.02	0.2662
"2015-04-29"	7	"LAB"	36.63	0.2639
"2015-04-29"	7	"LD"	8.294	0.05923
"2015-04-29"	7	"UKIP"	9.705	0.07114
"2015-04-29"	7	"GREEN"	2.727	0.02197
"2015-04-29"	7	"OTHER"	5.623	0.04078
"2015-04-29"	6	"CON"	37.2	0.2852
"2015-04-29"	6	"LAB"	36.58	0.2798
"2015-04-29"	6	"LD"	8.301	0.0639
"2015-04-29"	6	"UKIP"	9.499	0.07595
"2015-04-29"	6	"GREEN"	2.806	0.02321
"2015-04-29"	6	"OTHER"	5.614	0.04335
"2015-04-29"	5	"CON"	36.37	0.2577
"2015-04-29"	5	"LAB"	35.33	0.2502
"2015-04-29"	5	"LD"	8.309	0.06004
"2015-04-29"	5	"UKIP"	10.44	0.07695
"2015-04-29"	5	"GREEN"	3.688	0.02686
"2015-04-29"	5	"OTHER"	5.854	0.04173
"2015-04-29"	4	"CON"	35.58	0.283
"2015-04-29"	4	"LAB"	35.45	0.2825
"2015-04-29"	4	"LD"	7.633	0.06103
"2015-04-29"	4	"UKIP"	11.66	0.09585
"2015-04-29"	4	"GREEN"	4.024	0.03326
"2015-04-29"	4	"OTHER"	5.644	0.04477
"2015-04-29"	3	"CON"	35.51	0.2891
"2015-04-29"	3	"LAB"	35.37	0.2883
"2015-04-29"	3	"LD"	7.701	0.06308
"2015-04-29"	3	"UKIP"	11.65	0.09726
"2015-04-29"	3	"GREEN"	4.056	0.03382
"2015-04-29"	3	"OTHER"	5.712	0.04665
"2015-04-30"	7	"CON"	37.17	0.2598
"2015-04-30"	7	"LAB"	36.33	0.254
"2015-04-30"	7	"LD"	8.246	0.05757
"2015-04-30"	7	"UKIP"	9.381	0.06725
"2015-04-30"	7	"GREEN"	2.829	0.02292
"2015-04-30"	7	"OTHER"	6.047	0.04232
"2015-04-30"	6	"CON"	37.28	0.2944
"2015-04-30"	6	"LAB"	36.13	0.2861
"2015-04-30"	6	"LD"	8.215	0.06525
"2015-04-30"	6	"UKIP"	9.292	0.07657
"2015-04-30"	6	"GREEN"	2.999	0.02537
"2015-04-30"	6	"OTHER"	6.084	0.04878
"2015-04-30"	5	"CON"	36.44	0.2557
"2015-04-30"	5	"LAB"	35.19	0.2466
"2015-04-30"	5	"LD"	8.296	0.05805
"2015-04-30"	5	"UKIP"	10.37	0.07474
"2015-04-30"	5	"GREEN"	3.79	0.02704
"2015-04-30"	5	"OTHER"	5.913	0.04167
"2015-04-30"	4	"CON"	35.6	0.2805
"2015-04-30"	4	"LAB"	35.36	0.279
"2015-04-30"	4	"LD"	7.678	0.06049
"2015-04-30"	4	"UKIP"	11.61	0.09236
"2015-04-30"	4	"GREEN"	4.112	0.03304
"2015-04-30"	4	"OTHER"	5.65	0.04498
"2015-04-30"	3	"CON"	35.59	0.2797
"2015-04-30"	3	"LAB"	35.31	0.277
"2015-04-30"	3	"LD"	7.732	0.06099
"2015-04-30"	3	"UKIP"	11.56	0.09116
"2015-04-30"	3	"GREEN"	4.093	0.03332
"2015-04-30"	3	"OTHER"	5.703	0.04541
"2015-05-01"	7	"CON"	36.82	0.2598
"2015-05-01"	7	"LAB"	36.09	0.2549
"2015-05-01"	7	"LD"	8.148	0.05765
"2015-05-01"	7	"UKIP"	10.08	0.07414
"2015-05-01"	7	"GREEN"	2.846	0.02317
"2015-05-01"	7	"OTHER"	6.015	0.0428
"2015-05-01"	6	"CON"	36.95	0.2916
"2015-05-01"	6	"LAB"	35.97	0.2853
"2015-05-01"	6	"LD"	8.125	0.06378
"2015-05-01"	6	"UKIP"	9.992	0.0819
"2015-05-01"	6	"GREEN"	2.927	0.02478
"2015-05-01"	6	"OTHER"	6.038	0.0479
"2015-05-01"	5	"CON"	36.32	0.2569
"2015-05-01"	5	"LAB"	35.27	0.2503
"2015-05-01"	5	"LD"	8.272	0.05882
"2015-05-01"	5	"UKIP"	10.44	0.07615
"2015-05-01"	5	"GREEN"	3.741	0.02752
"2015-05-01"	5	"OTHER"	5.958	0.04266
"2015-05-01"	4	"CON"	35.64	0.2794
"2015-05-01"	4	"LAB"	35.31	0.2761
"2015-05-01"	4	"LD"	7.724	0.06085
"2015-05-01"	4	"UKIP"	11.55	0.09203
"2015-05-01"	4	"GREEN"	4.054	0.03294
"2015-05-01"	4	"OTHER"	5.716	0.04516
"2015-05-01"	3	"CON"	35.57	0.2808
"2015-05-01"	3	"LAB"	35.23	0.2778
"2015-05-01"	3	"LD"	7.765	0.06175
"2015-05-01"	3	"UKIP"	11.6	0.09351
"2015-05-01"	3	"GREEN"	4.078	0.03326
"2015-05-01"	3	"OTHER"	5.756	0.04617
"2015-05-05"	7	"CON"	36.48	0.2627
"2015-05-05"	7	"LAB"	35.88	0.2571
"2015-05-05"	7	"LD"	8.786	0.06345
"2015-05-05"	7	"UKIP"	9.545	0.07175
"2015-05-05"	7	"GREEN"	3.138	0.02638
"2015-05-05"	7	"OTHER"	6.174	0.04511
"2015-05-05"	6	"CON"	36.63	0.2759
"2015-05-05"	6	"LAB"	35.76	0.2697
"2015-05-05"	6	"LD"	8.824	0.06663
"2015-05-05"	6	"UKIP"	9.381	0.07252
"2015-05-05"	6	"GREEN"	3.223	0.02591
"2015-05-05"	6	"OTHER"	6.183	0.04734
"2015-05-05"	5	"CON"	36.2	0.2558
"2015-05-05"	5	"LAB"	35	0.2482
"2015-05-05"	5	"LD"	8.675	0.06201
"2015-05-05"	5	"UKIP"	10.15	0.07392
"2015-05-05"	5	"GREEN"	3.889	0.0283
"2015-05-05"	5	"OTHER"	6.091	0.04339
"2015-05-05"	4	"CON"	35.66	0.2842
"2015-05-05"	4	"LAB"	35.38	0.2819
"2015-05-05"	4	"LD"	7.739	0.06173
"2015-05-05"	4	"UKIP"	11.54	0.09281
"2015-05-05"	4	"GREEN"	4.011	0.03317
"2015-05-05"	4	"OTHER"	5.666	0.04534
"2015-05-05"	3	"CON"	35.59	0.2749
"2015-05-05"	3	"LAB"	35.25	0.2734
"2015-05-05"	3	"LD"	7.793	0.06053
"2015-05-05"	3	"UKIP"	11.58	0.09241
"2015-05-05"	3	"GREEN"	4.049	0.03246
"2015-05-05"	3	"OTHER"	5.739	0.04482
"2015-05-06"	7	"CON"	36.54	0.2762
"2015-05-06"	7	"LAB"	35.94	0.2708
"2015-05-06"	7	"LD"	8.476	0.06381
"2015-05-06"	7	"UKIP"	9.85	0.07494
"2015-05-06"	7	"GREEN"	3.27	0.02658
"2015-05-06"	7	"OTHER"	5.922	0.04473
"2015-05-06"	6	"CON"	36.65	0.2754
"2015-05-06"	6	"LAB"	35.83	0.2699
"2015-05-06"	6	"LD"	8.484	0.06348
"2015-05-06"	6	"UKIP"	9.8	0.07623
"2015-05-06"	6	"GREEN"	3.339	0.02617
"2015-05-06"	6	"OTHER"	5.898	0.04431
"2015-05-06"	5	"CON"	36.11	0.2456
"2015-05-06"	5	"LAB"	35.09	0.2391
"2015-05-06"	5	"LD"	8.659	0.05902
"2015-05-06"	5	"UKIP"	10.22	0.07022
"2015-05-06"	5	"GREEN"	3.955	0.0273
"2015-05-06"	5	"OTHER"	5.962	0.04071
"2015-05-06"	4	"CON"	35.65	0.2878
"2015-05-06"	4	"LAB"	35.36	0.2864
"2015-05-06"	4	"LD"	7.806	0.06346
"2015-05-06"	4	"UKIP"	11.5	0.09431
"2015-05-06"	4	"GREEN"	4.032	0.03322
"2015-05-06"	4	"OTHER"	5.654	0.04544
"2015-05-06"	3	"CON"	35.58	0.2815
"2015-05-06"	3	"LAB"	35.28	0.2808
"2015-05-06"	3	"LD"	7.834	0.06233
"2015-05-06"	3	"UKIP"	11.51	0.09235
"2015-05-06"	3	"GREEN"	4.081	0.03276
"2015-05-06"	3	"OTHER"	5.722	0.04596
"2015-05-07"	7	"CON"	36.03	0.269
"2015-05-07"	7	"LAB"	35.52	0.2637
"2015-05-07"	7	"LD"	8.601	0.06464
"2015-05-07"	7	"UKIP"	9.826	0.07443
"2015-05-07"	7	"GREEN"	3.851	0.03002
"2015-05-07"	7	"OTHER"	6.179	0.04654
"2015-05-07"	6	"CON"	36.14	0.2817
"2015-05-07"	6	"LAB"	35.43	0.2757
"2015-05-07"	6	"LD"	8.579	0.06692
"2015-05-07"	6	"UKIP"	9.772	0.07799
"2015-05-07"	6	"GREEN"	3.876	0.03195
"2015-05-07"	6	"OTHER"	6.208	0.04909
"2015-05-07"	5	"CON"	36.04	0.251
"2015-05-07"	5	"LAB"	35.18	0.2447
"2015-05-07"	5	"LD"	8.691	0.06092
"2015-05-07"	5	"UKIP"	10.08	0.07182
"2015-05-07"	5	"GREEN"	4.018	0.02864
"2015-05-07"	5	"OTHER"	5.992	0.04187
"2015-05-07"	4	"CON"	35.65	0.2896
"2015-05-07"	4	"LAB"	35.33	0.2871
"2015-05-07"	4	"LD"	7.769	0.0629
"2015-05-07"	4	"UKIP"	11.35	0.09401
"2015-05-07"	4	"GREEN"	4.188	0.03423
"2015-05-07"	4	"OTHER"	5.708	0.04644
"2015-05-07"	3	"CON"	35.5	0.2694
"2015-05-07"	3	"LAB"	35.2	0.2673
"2015-05-07"	3	"LD"	7.833	0.05969
"2015-05-07"	3	"UKIP"	11.5	0.08832
"2015-05-07"	3	"GREEN"	4.205	0.03258
"2015-05-07"	3	"OTHER"	5.758	0.04403
